# Pinned guest images for the CUSE acceptance tier.
#
# Columns, tab-separated: target, architecture, image file name, SHA-256,
# download URL. scripts/cuse-image.sh refuses bytes that do not match.
#
# Provenance of the checksums (recorded 2026-09-21):
#   rocky-10   Rocky-10-GenericCloud-Base-10.2-20260525.0.x86_64.qcow2.CHECKSUM,
#              published beside the image on dl.rockylinux.org together with a
#              detached signature (.CHECKSUM.asc) from the Rocky Linux 10
#              release key.
#   fedora-43  Fedora-Cloud-43-1.6-x86_64-CHECKSUM, the clear-signed checksum
#              file published beside the image on dl.fedoraproject.org.
# To move a pin, take the new file name and SHA-256 from the distribution's
# signed checksum file, never from a downloaded image.
rocky-10	x86_64	Rocky-10-GenericCloud-Base-10.2-20260525.0.x86_64.qcow2	9fc9e9ff16888bb68ac39b0392e25c9c92684d50c85f1cce6ab549363bbc4b48	https://dl.rockylinux.org/pub/rocky/10/images/x86_64/Rocky-10-GenericCloud-Base-10.2-20260525.0.x86_64.qcow2
fedora-43	x86_64	Fedora-Cloud-Base-Generic-43-1.6.x86_64.qcow2	846574c8a97cd2d8dc1f231062d73107cc85cbbbda56335e264a46e3a6c8ab2f	https://dl.fedoraproject.org/pub/fedora/linux/releases/43/Cloud/x86_64/images/Fedora-Cloud-Base-Generic-43-1.6.x86_64.qcow2
